0|1|MSFT|BUY|5|99.56724780842423|507.79296382296354|9.956724780842423|1776850274810
0|1|AAPL|BUY|5|99.28845958392043|506.3711438779942|9.928845958392044|1776850855329
0|1|AAPL|BUY|5|97.19058847781513|495.67200123685717|9.719058847781513|1776851051352
0|1|TSLA|BUY|5|99.30188693965471|506.439623392239|9.930188693965471|1776851172133
0|1|AAPL|SELL|2|101.44443097308644|198.83108470724943|4.057777238923458|1776927912786
0|1|TSLA|BUY|5|81.78410920984771|417.09895697022336|8.17841092098477|1776927943063
0|1|TSLA|BUY|5|74.8457367816071|381.7132575861962|7.484573678160711|1776927975530
0|1|TSLA|BUY|5|73.78661370768125|376.31172990917435|7.378661370768125|1776928007385
0|1|AAPL|BUY|1|100.77487239961903|102.7903698476114|2.0154974479923804|1777273694239
0|1|TSLA|BUY|1|98.81587256651326|100.79219001784352|1.9763174513302653|1777979111660
0|1|TSLA|BUY|1|83.505175962109|85.17527948135118|1.6701035192421803|1777979250470
1|1|TSLA|SELL|1|99.84229202884688|97.84544618826995|1.9968458405769378|1777999440482
